parameter,lbci,posterior.median,ubci
"psi[61,27]",0,0.081040543,0.83730595
"psi[61,28]",0.037729382,0.16826847,0.548732417
"psi[61,29]",0.005149602,0.107094157,0.373791304
"psi[61,3]",0.008307911,0.108070478,0.494105704
"psi[61,30]",0.023055631,0.20144401,0.777049612
"psi[61,31]",0.005161935,0.100546453,0.540208343
"psi[61,32]",0.013489719,0.087243626,0.334992969
"psi[61,33]",0.004319371,0.064104429,0.358616363
"psi[61,34]",0.001187374,0.125455756,0.966286119
"psi[61,35]",0.005951538,0.11409251,0.414455194
"psi[61,36]",0.00176886,0.064121109,0.606335947
"psi[61,37]",0.009877658,0.116498466,0.374383
"psi[61,38]",0.006363913,0.061482753,0.316973634
"psi[61,39]",0.010940129,0.116768536,0.377339075
"psi[61,4]",0.002741348,0.088725219,0.514952794
"psi[61,40]",0.019737163,0.168665998,0.587377169
"psi[61,41]",0.020641298,0.086277872,0.320603318
"psi[61,42]",0.026883281,0.183817677,0.6731364
"psi[61,43]",0.008879913,0.074473887,0.343748021
"psi[61,44]",0.022494582,0.138730747,0.345700527
"psi[61,45]",0.001402118,0.059517584,0.431019406
"psi[61,46]",0.050461974,0.175343496,0.509040074
"psi[61,47]",0.001204755,0.065607595,0.615652754
"psi[61,48]",0.006276517,0.08014147,0.401707091
"psi[61,49]",0.004213276,0.073078109,0.383508877
"psi[61,5]",0,0.05,0.177162365
"psi[61,50]",0.014345775,0.16147795,0.579436452
"psi[61,6]",0.007141307,0.117235917,0.344689144
"psi[61,7]",0.024192002,0.141242712,0.406555451
"psi[61,8]",0.004066821,0.083151039,0.470772806
"psi[61,9]",0.049650389,0.162954581,0.606815007
"psi[62,1]",0.043705131,0.206943072,0.901051471
"psi[62,10]",0.027873492,0.111274448,0.458456875
"psi[62,11]",0.000503232,0.038338762,0.302618276
"psi[62,12]",0.000944392,0.05798119,0.304065171
"psi[62,13]",0.000253007,0.030434225,0.221844915
"psi[62,14]",0.002207246,0.050278869,0.362961317
"psi[62,15]",0.002627517,0.095143073,0.365170906
"psi[62,16]",0.003504398,0.042424717,0.200646737
"psi[62,17]",0.002218308,0.095259471,0.376996495
"psi[62,18]",0,0.019781812,0.254499724
"psi[62,19]",0.000460557,0.042670128,0.225127463
"psi[62,2]",0.000337761,0.035898479,0.262479794
"psi[62,20]",0,0.017116365,0.192878961
"psi[62,21]",0,0.010435957,0.994057911
"psi[62,22]",0.007228816,0.081427339,0.31961518
"psi[62,23]",0,0.021903073,0.23060383
"psi[62,24]",0.023472547,0.112259836,0.37763248
"psi[62,25]",0.00322816,0.078809679,0.258214551
"psi[62,26]",0.002090664,0.060785432,0.284645012
"psi[62,27]",0,0.032528829,0.541992621
"psi[62,28]",0.007285047,0.095785818,0.256721935
"psi[62,29]",0,0.020456532,0.160166852
"psi[62,3]",0.000751315,0.034072864,0.227944326
"psi[62,30]",0.002489472,0.069293512,0.261159692
"psi[62,31]",0.057703182,0.289130698,0.96934237
"psi[62,32]",0.070353324,0.264663673,0.750376074
"psi[62,33]",0.055114059,0.291607386,0.741347992
"psi[62,34]",0.000577119,0.109043657,0.621060022
"psi[62,35]",0.082538969,0.291188708,0.944778323
"psi[62,36]",0.076284294,0.521009521,0.984685665
"psi[62,37]",0.020441168,0.150905476,0.508953984
"psi[62,38]",0.004997582,0.127099179,0.552606754
"psi[62,39]",0.047384845,0.206975176,0.806559082
"psi[62,4]",0,0.013827521,0.230080225
"psi[62,40]",0.080593513,0.331300401,0.974816496
"psi[62,41]",0.071631907,0.23085637,0.636344433
"psi[62,42]",0.071261636,0.33322942,0.961184737
"psi[62,43]",0.025811737,0.134726565,0.411444025
"psi[62,44]",0.041303208,0.172754372,0.677213269
"psi[62,45]",0.005341049,0.121904325,0.7164905
"psi[62,46]",0.054664187,0.172024997,0.880715696
"psi[62,47]",0.038592216,0.261673505,0.984436649
"psi[62,48]",0.088772026,0.365299799,0.891776735
"psi[62,49]",0.042686397,0.201189345,0.561353106
"psi[62,5]",0,0.001321171,0.999999917
"psi[62,50]",0.045092145,0.305595337,0.97880263
"psi[62,6]",0.001021897,0.05431715,0.260961193
"psi[62,7]",0.014823362,0.133828885,0.354562566
"psi[62,8]",0,0.012601635,0.20211682
"psi[62,9]",0.054394321,0.177736382,0.867480808
"psi[63,1]",0.000510863,0.03640927,0.394604572
"psi[63,10]",0.001612171,0.043592022,0.325605212
"psi[63,11]",0.029446425,0.217617454,0.86542001
"psi[63,12]",0.039875097,0.333075317,0.860930443
"psi[63,13]",0.050713055,0.215900051,0.475131884
"psi[63,14]",0.008352266,0.268885269,0.907861899
"psi[63,15]",0.001511976,0.041416553,0.256493993
"psi[63,16]",0.023687984,0.153694616,0.489872093
"psi[63,17]",0.004403297,0.077562694,0.367135493
"psi[63,18]",0.0596975,0.335601051,0.804471307
"psi[63,19]",0.038662578,0.166471928,0.481987844
"psi[63,2]",0.051791534,0.200186881,0.516716702
"psi[63,20]",0.07185183,0.371928632,0.796838206
"psi[63,21]",0,0.001148966,0.664599246
"psi[63,22]",0.002298792,0.029127853,0.285584604
"psi[63,23]",0.058036361,0.241120827,0.734382369
"psi[63,24]",0.003414192,0.032940347,0.325661764
"psi[63,25]",0.00307878,0.051480584,0.277151393
"psi[63,26]",0.011331487,0.256916954,0.681353143
"psi[63,27]",0.003939449,0.540379271,0.998429229
"psi[63,28]",0.007679605,0.100066078,0.39766652
"psi[63,29]",0.064034665,0.432536969,0.844264801
"psi[63,3]",0.043424163,0.231503363,0.679444312
"psi[63,30]",0.021509282,0.298812987,0.831151605
"psi[63,31]",0,0.001321296,0.158676483
"psi[63,32]",0.000144945,0.010189045,0.202966322
"psi[63,33]",0,0.002451007,0.101231976
"psi[63,34]",0.000159876,0.015969532,0.346391967
"psi[63,35]",0,0.002586083,0.125167529
"psi[63,36]",0,0.001303664,0.119008455
"psi[63,37]",0.000353905,0.014863605,0.215937779
"psi[63,38]",0.000125513,0.012884499,0.199100977
"psi[63,39]",0,0.006083118,0.172181927
"psi[63,4]",0.092947437,0.477085804,0.947125297
"psi[63,40]",0,0.004951852,0.220149489
"psi[63,41]",0.000224763,0.010917761,0.169381898
"psi[63,42]",0,0.009216585,0.289557231
"psi[63,43]",0.000142198,0.006060816,0.184618223
"psi[63,44]",0.000311069,0.016894234,0.224266244
"psi[63,45]",0,0.003010614,0.284807066
"psi[63,46]",0.000132649,0.021991052,0.266619169
"psi[63,47]",0,0.000442557,0.125186321
"psi[63,48]",0,0.003704004,0.115155986
"psi[63,49]",0,0.002592522,0.144648478
"psi[63,5]",0.2102259,0.997799078,0.999999998
"psi[63,50]",0,0.004775904,0.29380755
"psi[63,6]",0.016977628,0.109383351,0.40352903
"psi[63,7]",0.003043604,0.047858765,0.275023361
"psi[63,8]",0.107340798,0.522140866,0.937706834
"psi[63,9]",0.000223313,0.02721016,0.281514028
"psi[64,1]",0.594068278,0.853016881,0.972088113
"psi[64,10]",0.527803621,0.767219041,0.911721584
"psi[64,11]",0.308068486,0.700541613,0.952046916
"psi[64,12]",0.13640688,0.471028307,0.777740701
"psi[64,13]",0.162713306,0.366932331,0.64413766
"psi[64,14]",0.081323739,0.410334324,0.798114451
"psi[64,15]",0.452297109,0.705613704,0.885452803
"psi[64,16]",0.300617512,0.543656492,0.773931672
"psi[64,17]",0.357849477,0.628371706,0.829327599
"psi[64,18]",0.03160916,0.185942724,0.539945982
"psi[64,19]",0.174635746,0.431221524,0.691904971
"psi[64,2]",0.150571655,0.385200092,0.679424345
"psi[64,20]",0.051980537,0.227365114,0.540462097
"psi[64,21]",0,0.047726932,0.999903042
"psi[64,22]",0.6694846,0.875052212,0.988470543
"psi[64,23]",0.043420187,0.257704352,0.627351458
"psi[64,24]",0.651008153,0.87535613,0.971857718
"psi[64,25]",0.39347379,0.638483552,0.822180418
"psi[64,26]",0.15295043,0.414648786,0.74162606
"psi[64,27]",0.102031381,0.692832075,0.983438972
"psi[64,28]",0.435560236,0.672133332,0.873924324
"psi[64,29]",0.03910856,0.281129144,0.67338091
"psi[64,3]",0.100420119,0.343498228,0.657332496
"psi[64,30]",0.176668011,0.496679811,0.80253877
"psi[64,31]",0.82562365,0.968657926,0.999436888
"psi[64,32]",0.631068977,0.917667953,0.992672463
"psi[64,33]",0.685573103,0.949746814,0.997186909
"psi[64,34]",0.61677539,0.939175889,0.998861877
"psi[64,35]",0.779524732,0.963542739,0.997887586
"psi[64,36]",0.817282241,0.982066816,0.99951994
"psi[64,37]",0.674783117,0.893869316,0.988841543
"psi[64,38]",0.556006257,0.882829883,0.981514816
"psi[64,39]",0.727740513,0.94141284,0.995197568
"psi[64,4]",0.021651515,0.168575897,0.503692866
"psi[64,40]",0.806325365,0.962396323,0.997893716
"psi[64,41]",0.652448248,0.891391188,0.987840553
"psi[64,42]",0.81305164,0.958417997,0.996169561
"psi[64,43]",0.770295148,0.934607329,0.99339098
"psi[64,44]",0.682555136,0.883722207,0.972742532
"psi[64,45]",0.747608896,0.964220571,0.997111345
"psi[64,46]",0.663740092,0.867887378,0.977948819
"psi[64,47]",0.79136705,0.974982299,0.999840034
"psi[64,48]",0.727837008,0.953706297,0.997944568
"psi[64,49]",0.823759744,0.966235857,0.997180184
"psi[64,5]",0,0.000424628,0.778863323
"psi[64,50]",0.740110868,0.955279343,0.997704881
"psi[64,6]",0.296888915,0.577191816,0.844727592
"psi[64,7]",0.600979015,0.78390717,0.928455031
"psi[64,8]",0.019426241,0.153107024,0.481562144
"psi[64,9]",0.640981062,0.862477927,0.974271018
"psi[65,1]",0.245122788,0.541508805,0.800274777
"psi[65,10]",0.258981555,0.487716683,0.682689135
"psi[65,11]",0.375600845,0.699433794,0.969247336
"psi[65,12]",0.518591409,0.848063711,0.959270927
"psi[65,13]",0.353352831,0.600066362,0.811923461
"psi[65,14]",0.397907818,0.748381593,0.932784011
"psi[65,15]",0.135725353,0.408506493,0.693604895
"psi[65,16]",0.326331771,0.567062195,0.838779218
"psi[65,17]",0.254573072,0.545041652,0.848440776
"psi[65,18]",0.286795408,0.633051143,0.923726396
"psi[65,19]",0.353198026,0.601496067,0.846415706
"psi[65,2]",0.36439519,0.648066763,0.848223985
"psi[65,20]",0.370659702,0.684525637,0.875451124
"psi[65,21]",0.160116259,0.971879837,0.999998212
"psi[65,22]",0.126275723,0.351837392,0.721124067
"psi[65,23]",0.279449122,0.684897937,0.898282908
"psi[65,24]",0.098262643,0.340675673,0.609620222
"psi[65,25]",0.229611605,0.445647832,0.705135667
"psi[65,26]",0.455817134,0.726509451,0.930073039
"psi[65,27]",0.571302678,0.970113952,0.999402907
"psi[65,28]",0.417421168,0.636348973,0.818823547
"psi[65,29]",0.393173702,0.759737812,0.935868535
"psi[65,3]",0.394080702,0.646085414,0.856778356
"psi[65,30]",0.494305354,0.833864584,0.951089197
"psi[65,31]",0.003456617,0.053892529,0.271974227
"psi[65,32]",0.057535816,0.256033135,0.63031507
"psi[65,33]",0.016627294,0.078984349,0.30728945
"psi[65,34]",0.057475306,0.48040654,0.99880307
"psi[65,35]",0.017303066,0.123213225,0.331326523
"psi[65,36]",0.006641439,0.070181399,0.378906513
"psi[65,37]",0.059928101,0.307157311,0.60803307
"psi[65,38]",0.035271898,0.213647489,0.649223506
"psi[65,39]",0.033624168,0.200841854,0.439941764
"psi[65,4]",0.400265921,0.755691568,0.932146688
"psi[65,40]",0.044331767,0.186056444,0.43022961
"psi[65,41]",0.065547231,0.23707661,0.57425705
"psi[65,42]",0.072537497,0.256222425,0.564319827
"psi[65,43]",0.020816129,0.141481523,0.369660565
"psi[65,44]",0.17139238,0.370949389,0.622796065
"psi[65,45]",0.00333651,0.109381706,0.508733507
"psi[65,46]",0.155215848,0.391134127,0.660968632
"psi[65,47]",0.000845831,0.022354807,0.172476572
"psi[65,48]",0.019212854,0.118619544,0.442287328
"psi[65,49]",0.008144986,0.105000689,0.301134543
"psi[65,5]",0.585515579,0.999946347,1
"psi[65,50]",0.028880745,0.171068217,0.478913128
"psi[65,6]",0.26190742,0.630146723,0.886012059
"psi[65,7]",0.29924871,0.546971545,0.794356461
"psi[65,8]",0.384342411,0.736215042,0.927897361
"psi[65,9]",0.174541902,0.417139265,0.688685899
"psi[66,1]",0.043040742,0.229160519,0.571697271
"psi[66,10]",0.066442712,0.21137781,0.435809183
"psi[66,11]",0.005098943,0.18820465,0.69370144
"psi[66,12]",0.100453946,0.431690644,0.870839666
"psi[66,13]",0.018381954,0.174766378,0.364915168
"psi[66,14]",0.057251735,0.331992238,0.902074427
"psi[66,15]",0.01033484,0.127162907,0.315877434
"psi[66,16]",0.026436232,0.193989083,0.45444759
"psi[66,17]",0.010046209,0.148153136,0.39675026
"psi[66,18]",0.018653006,0.181469515,0.540826251
"psi[66,19]",0.016016486,0.168216239,0.398690878
"psi[66,2]",0.027069583,0.210599293,0.496755542
"psi[66,20]",0.01850732,0.202542663,0.501436729
"psi[66,21]",0,0.018133879,0.996206542
"psi[66,22]",0.003747865,0.087997995,0.45792088
"psi[66,23]",0.022817773,0.221040274,0.593581118
"psi[66,24]",0.01716128,0.152841769,0.4934916
"psi[66,25]",0.015442356,0.144953931,0.337355995
"psi[66,26]",0.048548056,0.257612869,0.708553656
"psi[66,27]",0.000388345,0.204253895,0.953391478
"psi[66,28]",0.049583854,0.224266053,0.465674896
"psi[66,29]",0.036398513,0.240281425,0.662574477
"psi[66,3]",0.016199369,0.206098682,0.565867292
"psi[66,30]",0.083461867,0.406557944,0.853991735
"psi[66,31]",0.002281509,0.049910736,0.459838649
"psi[66,32]",0.008576382,0.095506758,0.511853622
"psi[66,33]",0.00466299,0.056958933,0.358687236
"psi[66,34]",0.00030541,0.084489599,0.768094337
"psi[66,35]",0.004161342,0.086450776,0.518602411
"psi[66,36]",0.001559461,0.046310237,0.491204588
"psi[66,37]",0.024422676,0.16042936,0.541617947
"psi[66,38]",0.004815229,0.088997419,0.392095064
"psi[66,39]",0.011105211,0.119359172,0.50060061
"psi[66,4]",0.015338215,0.225985958,0.658246251
"psi[66,40]",0.007371477,0.122625506,0.585235431
"psi[66,41]",0.009871436,0.085374633,0.371279443
"psi[66,42]",0.012388536,0.147620835,0.620299497
"psi[66,43]",0.003815919,0.08589564,0.297331106
"psi[66,44]",0.027786616,0.167640743,0.359886485
"psi[66,45]",0.000824393,0.084502421,0.601788754
"psi[66,46]",0.019139024,0.143348112,0.396572463
"psi[66,47]",0.000746785,0.028219659,0.433981774
"psi[66,48]",0.005622985,0.061181902,0.409229182
"psi[66,49]",0.003267489,0.101652798,0.395434626
"psi[66,5]",0,0.5,0.99443967
"psi[66,50]",0.003951777,0.080016678,0.674662192
"psi[66,6]",0.066353059,0.234003771,0.52414812
"psi[66,7]",0.037092311,0.201012683,0.410092823
"psi[66,8]",0.012488192,0.2146938,0.626704954
"psi[66,9]",0.026109983,0.166286793,0.40431308
"psi[67,1]",0.522774049,0.780370639,0.920441116
"psi[67,10]",0.452261508,0.675698565,0.850177754
"psi[67,11]",0.403834817,0.811773341,0.955448315
"psi[67,12]",0.514768223,0.796090978,0.939373034
"psi[67,13]",0.269000822,0.508462654,0.695764219
"psi[67,14]",0.28718852,0.658791989,0.918922668
"psi[67,15]",0.279607519,0.517506116,0.730160696
"psi[67,16]",0.274731859,0.612465031,0.812223271
"psi[67,17]",0.330255921,0.610443744,0.80938656
"psi[67,18]",0.153645758,0.415099132,0.756492311
"psi[67,19]",0.297171526,0.550565518,0.744479982
"psi[67,2]",0.287875352,0.548547478,0.758873602
"psi[67,20]",0.206888644,0.464118163,0.74342106
"psi[67,21]",0.270641972,0.970807767,0.999989433
"psi[67,22]",0.331853323,0.681830701,0.904526695
"psi[67,23]",0.184863364,0.496919334,0.808880514
"psi[67,24]",0.22740899,0.634850958,0.881668549
"psi[67,25]",0.330016366,0.5297073,0.714861478
"psi[67,26]",0.353932968,0.68911213,0.832354769
"psi[67,27]",0.326484512,0.955132734,0.999831225
"psi[67,28]",0.510438455,0.714803254,0.873838013
"psi[67,29]",0.239927027,0.551522686,0.809858469
"psi[67,3]",0.305652431,0.549979861,0.776660201
"psi[67,30]",0.503630375,0.787686769,0.930652903
"psi[67,31]",0.11112632,0.473648775,0.8603524
"psi[67,32]",0.276492792,0.620643559,0.906491399
"psi[67,33]",0.130583815,0.43759634,0.793862369
"psi[67,34]",0.374291923,0.860097563,0.999020081
"psi[67,35]",0.210922812,0.574532929,0.851562689
"psi[67,36]",0.110686461,0.594903015,0.94294521
"psi[67,37]",0.315980053,0.615680061,0.861352787
"psi[67,38]",0.129022016,0.456060101,0.854139656
"psi[67,39]",0.264913152,0.596238468,0.836144794
"psi[67,4]",0.192893514,0.489210964,0.750529092
"psi[67,40]",0.309570955,0.68447837,0.910898247
"psi[67,41]",0.265978859,0.573626745,0.847393887
"psi[67,42]",0.393268059,0.733586934,0.937506519
"psi[67,43]",0.152768956,0.488616224,0.833333721
"psi[67,44]",0.385431645,0.677454482,0.861629166
"psi[67,45]",0.079126853,0.440769648,0.881039786
"psi[67,46]",0.444182927,0.71552884,0.874887819
"psi[67,47]",0.050650329,0.35377059,0.766887866
"psi[67,48]",0.214130727,0.539174125,0.895123398
"psi[67,49]",0.145033682,0.489046086,0.84598868
"psi[67,5]",0.191898516,0.999690148,1
"psi[67,50]",0.201760487,0.661563507,0.888997512
"psi[67,6]",0.378472849,0.642567312,0.867621389
"psi[67,7]",0.46914581,0.707935471,0.862420548
"psi[67,8]",0.182200088,0.449476295,0.763006495
"psi[67,9]",0.444042631,0.719354077,0.882118736
"psi[68,1]",0.382372879,0.795771932,0.962777485
"psi[68,10]",0.247896516,0.62989325,0.866859367
"psi[68,11]",0.058030143,0.254869183,0.730483597
"psi[68,12]",0.061030397,0.281740546,0.722714063
"psi[68,13]",0.008625277,0.081314581,0.317830718
"psi[68,14]",0.064628674,0.372083755,0.834934086
"psi[68,15]",0.047670644,0.295772158,0.570990069
"psi[68,16]",0.077801184,0.236614616,0.565771777
"psi[68,17]",0.01993145,0.257879057,0.535892923
"psi[68,18]",0.002431463,0.03581886,0.233623826
"psi[68,19]",0.006846457,0.104447612,0.321345854
"psi[68,2]",0.013180427,0.116159483,0.36723963
"psi[68,20]",0.003162367,0.042450399,0.242059042
"psi[68,21]",0,0.778291854,0.999999915
"psi[68,22]",0.193378342,0.507217429,0.814598481
"psi[68,23]",0.00434954,0.045369494,0.310186912
"psi[68,24]",0.379654613,0.660282212,0.92868532
"psi[68,25]",0.061795332,0.269103347,0.56388333
"psi[68,26]",0.018485834,0.21776838,0.658969908
"psi[68,27]",0.032855299,0.681247629,0.996722959
"psi[68,28]",0.149002537,0.354580791,0.684072287
"psi[68,29]",0.003703321,0.043094551,0.288961027
"psi[68,3]",0.007904041,0.101989232,0.391889677
"psi[68,30]",0.067561049,0.361534849,0.786244092
"psi[68,31]",0.647710715,0.93754512,0.997779376
"psi[68,32]",0.42240964,0.776419853,0.971695308
"psi[68,33]",0.473020509,0.845471969,0.983730039
"psi[68,34]",0.158948804,0.814458064,0.995845288
"psi[68,35]",0.632863484,0.910345538,0.992057406
"psi[68,36]",0.599541516,0.934758019,0.99667429
"psi[68,37]",0.344278337,0.696546403,0.923293885
"psi[68,38]",0.186857793,0.51899849,0.901290068
"psi[68,39]",0.534872201,0.841294068,0.976670122
"psi[68,4]",0.00137603,0.02525929,0.186875282
"psi[68,40]",0.669394651,0.937111086,0.994448587
"psi[68,41]",0.36339961,0.732226795,0.958747847
"psi[68,42]",0.655915069,0.927093082,0.992648751
"psi[68,43]",0.370246199,0.719677308,0.94362438
"psi[68,44]",0.32154213,0.673377552,0.893830074
"psi[68,45]",0.26021597,0.81163244,0.986405872
"psi[68,46]",0.303259543,0.720223699,0.930813256
"psi[68,47]",0.543690552,0.940054211,0.999009946
"psi[68,48]",0.499519742,0.874438804,0.987066191
"psi[68,49]",0.556493516,0.873008981,0.993104062
"psi[68,5]",0,0.133569042,1
"psi[68,50]",0.610970855,0.918072347,0.995119807
"psi[68,6]",0.077762442,0.251941831,0.563985283
"psi[68,7]",0.217655852,0.487347639,0.760650741
"psi[68,8]",0.001225946,0.024232321,0.18738711
"psi[68,9]",0.281033727,0.72434992,0.934297612
"psi[69,1]",0.248690051,0.574285541,0.855925223
"psi[69,10]",0.176901403,0.361478208,0.611587321
"psi[69,11]",0.01498418,0.209454342,0.640963676
"psi[69,12]",0.014960534,0.083646071,0.30085221
"psi[69,13]",0.012341178,0.066183007,0.282607893
"psi[69,14]",0.004571672,0.052962441,0.330311749
"psi[69,15]",0.148586818,0.382623931,0.663707933
"psi[69,16]",0.03195218,0.163135012,0.392774809
"psi[69,17]",0.076409549,0.292920276,0.627665754
"psi[69,18]",0.001663453,0.021567187,0.146386816
"psi[69,19]",0.02056308,0.096382549,0.363584288
"psi[69,2]",0.017408579,0.090170864,0.315895424
"psi[69,20]",0.001217224,0.024951817,0.158699073
"psi[69,21]",0,0.127206949,0.99620143
"psi[69,22]",0.262876792,0.613374948,0.906510284
"psi[69,23]",0.001007581,0.025155094,0.167740838
"psi[69,24]",0.287565246,0.619928798,0.863532895
"psi[69,25]",0.074527347,0.227391515,0.512256178
"psi[69,26]",0.009053748,0.075032189,0.346934507
"psi[69,27]",0.000123172,0.069720421,0.705863563
"psi[69,28]",0.115268077,0.282120162,0.497831785
"psi[69,29]",0.001178393,0.044344774,0.270903714
"psi[69,3]",0.00387297,0.041193483,0.239250489
"psi[69,30]",0.021736516,0.093910976,0.353473375
"psi[69,31]",0.659104969,0.902778742,0.990110712
"psi[69,32]",0.689930778,0.934277878,0.995949836
"psi[69,33]",0.782483665,0.961234349,0.997979072
"psi[69,34]",0.327548148,0.903132533,0.997630541
"psi[69,35]",0.511110291,0.831702821,0.961400916
"psi[69,36]",0.956743263,0.995923747,0.999956685
"psi[69,37]",0.131248565,0.484555217,0.757485298
"psi[69,38]",0.636801932,0.92460267,0.994119873
"psi[69,39]",0.389411362,0.688119766,0.880409125
"psi[69,4]",0.000249885,0.009789416,0.097260806
"psi[69,40]",0.554455397,0.843104926,0.969946489
"psi[69,41]",0.568019274,0.859438741,0.983343218
"psi[69,42]",0.508366052,0.78704809,0.955809135
"psi[69,43]",0.624241026,0.89033816,0.976952473
"psi[69,44]",0.460586995,0.702013435,0.893693305
"psi[69,45]",0.801777533,0.974335644,0.998839148
"psi[69,46]",0.376639066,0.668390668,0.889729291
"psi[69,47]",0.647121907,0.915855694,0.994178245
"psi[69,48]",0.850727362,0.972009542,0.999207215
