parameter,lbci,posterior.median,ubci
"psi[3,43]",0.501225065,0.752788646,0.958462774
"psi[3,44]",0.72247128,0.929941891,0.994792926
"psi[3,45]",0.311077274,0.818417614,0.988553383
"psi[3,46]",0.756521907,0.942676534,0.996147127
"psi[3,47]",0.612024868,0.929811413,0.99844365
"psi[3,48]",0.692849903,0.938303701,0.998786246
"psi[3,49]",0.61274879,0.890599522,0.99222015
"psi[3,5]",0.292384758,0.997651425,1
"psi[3,50]",0.820550847,0.960435919,0.999135687
"psi[3,6]",0.419266484,0.757401609,0.927020627
"psi[3,7]",0.661529667,0.884387528,0.983873119
"psi[3,8]",0.017302735,0.155449559,0.44214839
"psi[3,9]",0.766514212,0.949742869,0.99633684
"psi[30,1]",0.734618145,0.918573999,0.986750795
"psi[30,10]",0.705079009,0.872540215,0.964714457
"psi[30,11]",0.461894466,0.845373298,0.977602715
"psi[30,12]",0.334373105,0.680257001,0.930353725
"psi[30,13]",0.199858775,0.377608942,0.580570758
"psi[30,14]",0.270194239,0.64946726,0.965743005
"psi[30,15]",0.382200064,0.669349403,0.851359483
"psi[30,16]",0.444341267,0.703586944,0.922298878
"psi[30,17]",0.248611307,0.558048836,0.769949238
"psi[30,18]",0.041696525,0.204689049,0.572548038
"psi[30,19]",0.157715126,0.375247925,0.590126627
"psi[30,2]",0.206267737,0.503687469,0.768933527
"psi[30,20]",0.059962746,0.243320395,0.493901479
"psi[30,21]",0.218742372,0.980129642,0.999996788
"psi[30,22]",0.632055792,0.911709631,0.990184693
"psi[30,23]",0.059285536,0.290449009,0.708608563
"psi[30,24]",0.805139057,0.955080859,0.990164632
"psi[30,25]",0.396099876,0.629174967,0.803364442
"psi[30,26]",0.15539827,0.469517755,0.782694187
"psi[30,27]",0.57315343,0.961931376,0.999992735
"psi[30,28]",0.531278085,0.743924186,0.89791346
"psi[30,29]",0.095558815,0.339288302,0.785386628
"psi[30,3]",0.129483453,0.358738988,0.598570758
"psi[30,30]",0.390297218,0.719278881,0.929971931
"psi[30,31]",0.851043781,0.981858164,0.998864243
"psi[30,32]",0.860476257,0.971101221,0.995626085
"psi[30,33]",0.859774716,0.980479856,0.998539395
"psi[30,34]",0.705856388,0.976650877,0.999935414
"psi[30,35]",0.832079271,0.979254263,0.997869143
"psi[30,36]",0.902839608,0.994216363,0.999797668
"psi[30,37]",0.725432655,0.944109635,0.993636986
"psi[30,38]",0.685946423,0.942735128,0.994926133
"psi[30,39]",0.803713002,0.96663183,0.995698292
"psi[30,4]",0.030060818,0.155505547,0.417819913
"psi[30,40]",0.844115216,0.975807923,0.997266305
"psi[30,41]",0.799416756,0.942016127,0.989893803
"psi[30,42]",0.866145601,0.975021233,0.997587771
"psi[30,43]",0.815011921,0.967627104,0.99679092
"psi[30,44]",0.783274348,0.92326105,0.986545151
"psi[30,45]",0.871478646,0.991473308,0.999711273
"psi[30,46]",0.66391017,0.892384982,0.976292268
"psi[30,47]",0.790041391,0.980675446,0.999293522
"psi[30,48]",0.855447735,0.979898721,0.99825327
"psi[30,49]",0.921712521,0.989437016,0.999546097
"psi[30,5]",0.251059877,0.999604682,1
"psi[30,50]",0.669829526,0.966556524,0.997129475
"psi[30,6]",0.475102605,0.749874545,0.930529071
"psi[30,7]",0.679686547,0.841044865,0.947800748
"psi[30,8]",0.029334481,0.16799781,0.456046182
"psi[30,9]",0.686813347,0.891914095,0.977388927
"psi[31,1]",0.007071479,0.081088956,0.420275871
"psi[31,10]",0.008313166,0.063697128,0.282292965
"psi[31,11]",0.003576397,0.125210466,0.524683324
"psi[31,12]",0.015172367,0.107259571,0.460147763
"psi[31,13]",0.003548217,0.046997379,0.233982915
"psi[31,14]",0.006231068,0.09293194,0.465647897
"psi[31,15]",0.001771178,0.039007937,0.214535388
"psi[31,16]",0.003404327,0.050074234,0.253247275
"psi[31,17]",0.001644465,0.04784159,0.303863212
"psi[31,18]",0.002676868,0.045260159,0.32310003
"psi[31,19]",0.00312607,0.049119597,0.265214658
"psi[31,2]",0.005570156,0.050999003,0.247775215
"psi[31,20]",0.00219796,0.043473784,0.309008076
"psi[31,21]",0,0.001122659,0.977478354
"psi[31,22]",0.001057573,0.061676163,0.365114332
"psi[31,23]",0.001997688,0.044096055,0.392916463
"psi[31,24]",0.003736732,0.053933621,0.362153326
"psi[31,25]",0.003389562,0.040683087,0.185573625
"psi[31,26]",0.006179384,0.075562797,0.333376175
"psi[31,27]",0.070981353,0.597830669,0.999860161
"psi[31,28]",0.006129208,0.060118863,0.263062021
"psi[31,29]",0.000703408,0.058559117,0.428921396
"psi[31,3]",0.006135027,0.049331667,0.286387774
"psi[31,30]",0.013213318,0.110552313,0.451054179
"psi[31,31]",0.000292171,0.035547248,0.445170065
"psi[31,32]",0.000375574,0.053457181,0.517427041
"psi[31,33]",0,0.033773469,0.423293859
"psi[31,34]",0.000865871,0.214502541,0.979930814
"psi[31,35]",0.000851449,0.049136694,0.504779222
"psi[31,36]",0,0.050953462,0.737323007
"psi[31,37]",0.002582675,0.055224114,0.509330717
"psi[31,38]",0.000151355,0.040464227,0.344457819
"psi[31,39]",0.001690344,0.052001362,0.520447234
"psi[31,4]",0.001504115,0.049757289,0.380943424
"psi[31,40]",0.001885214,0.062159858,0.68148634
"psi[31,41]",0.000419957,0.044740175,0.367109967
"psi[31,42]",0.002453172,0.075238765,0.802972235
"psi[31,43]",0.000452077,0.037439872,0.280237071
"psi[31,44]",0.001601392,0.05979639,0.237188434
"psi[31,45]",0.000119756,0.029491653,0.522667672
"psi[31,46]",0.002196199,0.058447585,0.210897774
"psi[31,47]",0.00010613,0.023572632,0.329917287
"psi[31,48]",0,0.043620879,0.587628747
"psi[31,49]",0.000289098,0.038724444,0.475348176
"psi[31,5]",0,0.91107254,1
"psi[31,50]",0.001113269,0.045250204,0.685601945
"psi[31,6]",0.00805689,0.050899538,0.32834892
"psi[31,7]",0.00377182,0.065834207,0.21352296
"psi[31,8]",0.001293908,0.050165272,0.429927435
"psi[31,9]",0.002513258,0.064303785,0.215795625
"psi[32,1]",0.10454179,0.276024245,0.579870352
"psi[32,10]",0.092907785,0.191961498,0.394093399
"psi[32,11]",0.058083729,0.264840305,0.821694685
"psi[32,12]",0.037083077,0.180677776,0.407138798
"psi[32,13]",0.032933604,0.133603022,0.288966889
"psi[32,14]",0.023472677,0.127425427,0.342854083
"psi[32,15]",0.073267384,0.178502863,0.38303798
"psi[32,16]",0.04569316,0.172324168,0.450451984
"psi[32,17]",0.071636628,0.216350037,0.431325046
"psi[32,18]",0.012736028,0.099163401,0.355340971
"psi[32,19]",0.03924817,0.151822243,0.323874445
"psi[32,2]",0.047074796,0.142289554,0.276849358
"psi[32,20]",0.018244245,0.098654133,0.247379497
"psi[32,21]",0,0.003899629,0.741426894
"psi[32,22]",0.063687196,0.266923351,0.728553739
"psi[32,23]",0.01414517,0.078183894,0.224374975
"psi[32,24]",0.075385125,0.228919733,0.57130016
"psi[32,25]",0.059831125,0.140869204,0.304401786
"psi[32,26]",0.033672072,0.162279584,0.372418204
"psi[32,27]",0.000280234,0.079543213,0.639900187
"psi[32,28]",0.092646146,0.230142632,0.448124281
"psi[32,29]",0.019546668,0.122099148,0.462510096
"psi[32,3]",0.031038879,0.115092513,0.291019219
"psi[32,30]",0.050495993,0.199077261,0.437454643
"psi[32,31]",0.033870926,0.193231989,0.575278315
"psi[32,32]",0.059814665,0.406697709,0.705910059
"psi[32,33]",0.043896306,0.293109961,0.643949146
"psi[32,34]",0.029915696,0.749639199,0.999132095
"psi[32,35]",0.021150845,0.18047641,0.531426077
"psi[32,36]",0.041491516,0.514536209,0.864156749
"psi[32,37]",0.022249612,0.131284979,0.427927789
"psi[32,38]",0.072043018,0.329514016,0.670259278
"psi[32,39]",0.025075472,0.163142175,0.501282591
"psi[32,4]",0.012078846,0.07555233,0.222824459
"psi[32,40]",0.0429903,0.25758859,0.559134196
"psi[32,41]",0.058824786,0.308093967,0.617238404
"psi[32,42]",0.046608193,0.269656948,0.605708356
"psi[32,43]",0.058285878,0.25424592,0.648610094
"psi[32,44]",0.107394198,0.237594315,0.472129768
"psi[32,45]",0.045296052,0.321864456,0.749591259
"psi[32,46]",0.10053936,0.278760958,0.547054354
"psi[32,47]",0.014468732,0.145271185,0.587136368
"psi[32,48]",0.051307843,0.392233723,0.742049339
"psi[32,49]",0.049497397,0.263530169,0.643339991
"psi[32,5]",0,0.000883665,0.999999208
"psi[32,50]",0.034933212,0.200153407,0.563550984
"psi[32,6]",0.039991685,0.137323942,0.325862658
"psi[32,7]",0.098691068,0.230917109,0.438070885
"psi[32,8]",0.011965955,0.085021377,0.257645782
"psi[32,9]",0.109238191,0.281896128,0.549019205
"psi[33,1]",0.112879895,0.343444714,0.825989017
"psi[33,10]",0.068939401,0.208872161,0.60752114
"psi[33,11]",0.001031089,0.060783137,0.243464861
"psi[33,12]",0.000521245,0.094705098,0.615295873
"psi[33,13]",0.000156558,0.02082873,0.306972085
"psi[33,14]",0.000758045,0.051221014,0.54299398
"psi[33,15]",0.003650172,0.088759546,0.352416391
"psi[33,16]",0.002140344,0.060040392,0.399617424
"psi[33,17]",0.00069407,0.070110726,0.332704383
"psi[33,18]",0,0.01232484,0.333427673
"psi[33,19]",0.000233692,0.028643525,0.291265449
"psi[33,2]",0.000161968,0.020615764,0.348400196
"psi[33,20]",0,0.010057479,0.332530291
"psi[33,21]",0,0.000110983,0.976594935
"psi[33,22]",0.041892793,0.168331394,0.465350544
"psi[33,23]",0,0.021229658,0.366509382
"psi[33,24]",0.077656182,0.263766536,0.617502976
"psi[33,25]",0.005726923,0.072073483,0.325638372
"psi[33,26]",0.000134437,0.039496233,0.40288063
"psi[33,27]",0,0.042457155,0.587769693
"psi[33,28]",0.003563707,0.112826551,0.468748038
"psi[33,29]",0,0.014181554,0.495351174
"psi[33,3]",0.000175617,0.024332632,0.276864823
"psi[33,30]",0.001317492,0.097179943,0.62958666
"psi[33,31]",0.173832338,0.59215257,0.998588666
"psi[33,32]",0.080648798,0.27192908,0.920650646
"psi[33,33]",0.062510857,0.342491789,0.991984239
"psi[33,34]",0.000405729,0.110820969,0.817558415
"psi[33,35]",0.167615221,0.620676906,0.99837987
"psi[33,36]",0.047671122,0.477814369,0.999692426
"psi[33,37]",0.105452996,0.373588823,0.905060215
"psi[33,38]",0.019695248,0.160300881,0.532785605
"psi[33,39]",0.155481281,0.515746976,0.982044346
"psi[33,4]",0,0.010142267,0.328614637
"psi[33,40]",0.213446946,0.609060173,0.997040846
"psi[33,41]",0.059951295,0.23821531,0.851022595
"psi[33,42]",0.210321865,0.612567444,0.994142874
"psi[33,43]",0.087236913,0.360361385,0.881805773
"psi[33,44]",0.114285881,0.322796922,0.800721274
"psi[33,45]",0.03757227,0.4311906,0.964098636
"psi[33,46]",0.085877406,0.295159963,0.783940883
"psi[33,47]",0.137821435,0.599408083,0.999867106
"psi[33,48]",0.077048895,0.331830341,0.993810388
"psi[33,49]",0.087833443,0.49740372,0.988291246
"psi[33,5]",0,0.1,0.384914489
"psi[33,50]",0.143955057,0.606081617,0.99789927
"psi[33,6]",0.004831445,0.078076263,0.562364123
"psi[33,7]",0.046588683,0.184756059,0.561865161
"psi[33,8]",0,0.006502023,0.357393165
"psi[33,9]",0.079890201,0.288390362,0.697673587
"psi[34,1]",0.422265541,0.776679005,0.966929774
"psi[34,10]",0.296351544,0.553219883,0.812028028
"psi[34,11]",0.044471375,0.336418131,0.873135264
"psi[34,12]",0.072359477,0.278415302,0.643117849
"psi[34,13]",0.032227092,0.159669795,0.497960551
"psi[34,14]",0.041944663,0.267075756,0.639487429
"psi[34,15]",0.139178579,0.431185188,0.713168213
"psi[34,16]",0.12858202,0.3283768,0.719068279
"psi[34,17]",0.132839226,0.422546956,0.726620678
"psi[34,18]",0.004261281,0.060234666,0.407162628
"psi[34,19]",0.048844996,0.207571308,0.576378383
"psi[34,2]",0.026871976,0.177427459,0.524081294
"psi[34,20]",0.008337154,0.07593058,0.411673059
"psi[34,21]",0,0.003760313,0.521814012
"psi[34,22]",0.215602689,0.542672382,0.844269054
"psi[34,23]",0.004140821,0.074077984,0.318086146
"psi[34,24]",0.209581599,0.535559795,0.85619216
"psi[34,25]",0.121838055,0.324889649,0.614047105
"psi[34,26]",0.065778017,0.270218537,0.675992483
"psi[34,27]",0.000714128,0.197693387,0.871986217
"psi[34,28]",0.263368771,0.468777511,0.716797402
"psi[34,29]",0.006637097,0.095379562,0.504057286
"psi[34,3]",0.03833479,0.14834532,0.467421998
"psi[34,30]",0.109419514,0.347123379,0.69144146
"psi[34,31]",0.420200109,0.791150986,0.977871032
"psi[34,32]",0.515277226,0.880286489,0.989815768
"psi[34,33]",0.462819224,0.855763123,0.986549188
"psi[34,34]",0.354850468,0.937164982,0.999522594
"psi[34,35]",0.3666164,0.705565186,0.942259519
"psi[34,36]",0.608163476,0.967707894,0.999003073
"psi[34,37]",0.14474143,0.429715226,0.711567883
"psi[34,38]",0.348339005,0.741126166,0.950276934
"psi[34,39]",0.315966688,0.602197222,0.831987908
"psi[34,4]",0.003761043,0.044471232,0.361150524
"psi[34,40]",0.464041774,0.80354891,0.970807527
"psi[34,41]",0.463108561,0.825445577,0.982379414
"psi[34,42]",0.426165642,0.790166169,0.96966139
"psi[34,43]",0.25610715,0.650398087,0.911140049
"psi[34,44]",0.420491416,0.687120126,0.900287479
"psi[34,45]",0.202457426,0.743397424,0.96569151
"psi[34,46]",0.487801614,0.746556861,0.951034448
"psi[34,47]",0.302211168,0.752947903,0.981402713
"psi[34,48]",0.555941563,0.920726227,0.996070043
"psi[34,49]",0.359462254,0.778778915,0.966614478
"psi[34,5]",0,0.2,0.550916828
"psi[34,50]",0.353613165,0.720194753,0.963828826
"psi[34,6]",0.053859953,0.258245292,0.518393558
"psi[34,7]",0.343126953,0.554194941,0.776128265
"psi[34,8]",0.003302031,0.043637276,0.393222993
"psi[34,9]",0.489930531,0.745690493,0.939991505
"psi[35,1]",0.05716173,0.478177973,0.987631253
"psi[35,10]",0.064190545,0.383118968,0.846478729
"psi[35,11]",0.005677277,0.262521984,0.851671722
"psi[35,12]",0.00125115,0.120088222,0.514763947
"psi[35,13]",0.000531755,0.085328537,0.415689551
"psi[35,14]",0.000430818,0.069806545,0.41425848
"psi[35,15]",0.079424952,0.252921647,0.772079733
"psi[35,16]",0.009897947,0.168051339,0.537499953
"psi[35,17]",0.025263388,0.207483894,0.636458
"psi[35,18]",0,0.044407275,0.541987914
"psi[35,19]",0.001295113,0.096699692,0.414925016
"psi[35,2]",0.000804565,0.101761531,0.423373316
"psi[35,20]",0,0.049964261,0.480047268
"psi[35,21]",0,0.01276237,0.999912113
"psi[35,22]",0.166318483,0.586560431,0.923317527
"psi[35,23]",0,0.052690492,0.458741627
"psi[35,24]",0.116034896,0.505760111,0.950211434
"psi[35,25]",0.035858682,0.205572076,0.484738094
"psi[35,26]",0.000505535,0.084756118,0.378111985
"psi[35,27]",0,0.091762469,0.901981518
"psi[35,28]",0.055188587,0.260942723,0.587683804
"psi[35,29]",0,0.065703562,0.728651614
"psi[35,3]",0.000296112,0.068364257,0.380801187
"psi[35,30]",0.002251757,0.12309439,0.442012251
"psi[35,31]",0.059807262,0.875108428,0.999981483
"psi[35,32]",0.072417813,0.648785142,0.999526982
"psi[35,33]",0.055325528,0.737788231,0.999951854
"psi[35,34]",0.07501257,0.87039386,0.999878381
"psi[35,35]",0.065139743,0.819014703,0.999739216
"psi[35,36]",0.032627713,0.914324472,0.999999568
"psi[35,37]",0.071653948,0.585450833,0.960907586
"psi[35,38]",0.115451076,0.591610886,0.998076714
"psi[35,39]",0.077030953,0.716558079,0.996643514
"psi[35,4]",0,0.030659593,0.507427594
"psi[35,40]",0.055660829,0.779588402,0.999882987
"psi[35,41]",0.063864918,0.590804674,0.998759788
"psi[35,42]",0.063484754,0.743296389,0.999628608
"psi[35,43]",0.140648085,0.698280475,0.996942769
"psi[35,44]",0.137512432,0.558760239,0.986975885
"psi[35,45]",0.149662446,0.842341193,0.999915818
"psi[35,46]",0.085831734,0.527451034,0.992018378
"psi[35,47]",0.047469041,0.895267647,0.999989511
"psi[35,48]",0.056721444,0.761144689,0.999975189
"psi[35,49]",0.094856124,0.828502442,0.999849801
"psi[35,5]",0,0.73599305,1
"psi[35,50]",0.041402501,0.764828167,0.999572073
"psi[35,6]",0.014865461,0.186633779,0.582023682
"psi[35,7]",0.117847757,0.397097634,0.846413221
"psi[35,8]",0,0.028270619,0.533302917
"psi[35,9]",0.07635352,0.509444357,0.990594973
"psi[36,1]",0.106753502,0.466356071,0.768454368
"psi[36,10]",0.328923778,0.59884384,0.79623482
"psi[36,11]",0.613692023,0.932908878,0.995382839
"psi[36,12]",0.751944454,0.949378914,0.993664452
"psi[36,13]",0.611319887,0.838323064,0.955312007
"psi[36,14]",0.63171978,0.897611581,0.986108118
"psi[36,15]",0.089125946,0.429903909,0.738506986
"psi[36,16]",0.579040266,0.853170634,0.974239994
"psi[36,17]",0.123833498,0.570047736,0.858061394
"psi[36,18]",0.632002004,0.902017993,0.986956923
"psi[36,19]",0.459180993,0.759060583,0.943752527
"psi[36,2]",0.625935183,0.836010863,0.958832359
"psi[36,20]",0.748592331,0.932195622,0.986101929
"psi[36,21]",0,0.058889335,0.997340525
"psi[36,22]",0.190086815,0.539508415,0.814165414
"psi[36,23]",0.630439332,0.902519467,0.98373165
"psi[36,24]",0.25374891,0.60643757,0.921405555
"psi[36,25]",0.165106365,0.500936185,0.810928955
"psi[36,26]",0.507352554,0.843367093,0.962477975
"psi[36,27]",0.80058437,0.98958598,0.999979486
"psi[36,28]",0.446906109,0.758148937,0.904158032
"psi[36,29]",0.781466529,0.968455264,0.997352627
"psi[36,3]",0.611482877,0.865231423,0.96644383
"psi[36,30]",0.755261893,0.939003636,0.990787697
"psi[36,31]",0.002128488,0.03819948,0.281492561
"psi[36,32]",0.015280792,0.121157094,0.362083938
"psi[36,33]",0.001980531,0.033080707,0.136071891
"psi[36,34]",0.012117359,0.300544501,0.758140328
"psi[36,35]",0.008932129,0.079058349,0.373116606
"psi[36,36]",0.000218642,0.008357671,0.093488415
"psi[36,37]",0.206487418,0.434069,0.750166412
"psi[36,38]",0.052708765,0.178646873,0.497890243
"psi[36,39]",0.043843863,0.204915511,0.510145947
"psi[36,4]",0.806207296,0.960237504,0.994558175
"psi[36,40]",0.013894982,0.116768441,0.4675641
"psi[36,41]",0.016365267,0.124746378,0.37623825
"psi[36,42]",0.037818664,0.208492521,0.568575702
"psi[36,43]",0.047521573,0.216624481,0.536917753
"psi[36,44]",0.07396614,0.311627174,0.602565516
"psi[36,45]",0.025333296,0.173003252,0.682101418
"psi[36,46]",0.033229888,0.304863052,0.632828538
"psi[36,47]",0.00024275,0.011640525,0.200171415
"psi[36,48]",0.001674344,0.030276489,0.189412939
"psi[36,49]",0.026418281,0.11402173,0.447749658
"psi[36,5]",0.415375476,0.999578541,1
"psi[36,50]",0.0080345,0.099415781,0.542027855
"psi[36,6]",0.58294224,0.853952477,0.960360717
"psi[36,7]",0.27278142,0.601372167,0.796269257
"psi[36,8]",0.825597367,0.964485683,0.996323884
"psi[36,9]",0.045874123,0.341014241,0.647879165
"psi[37,1]",0.185621449,0.478177633,0.807439105
"psi[37,10]",0.163762047,0.38112516,0.735750602
"psi[37,11]",0.045060886,0.445309498,0.954699293
"psi[37,12]",0.348006328,0.684325691,0.991673902
"psi[37,13]",0.078633657,0.337522557,0.658485983
"psi[37,14]",0.158383111,0.57409868,0.953865135
"psi[37,15]",0.060040259,0.217009025,0.533947135
"psi[37,16]",0.135302882,0.365054948,0.847966209
"psi[37,17]",0.073337979,0.284107858,0.626590459
"psi[37,18]",0.029979473,0.358537404,0.897138955
"psi[37,19]",0.088890556,0.319442521,0.623850006
"psi[37,2]",0.084673864,0.385246392,0.79461093
"psi[37,20]",0.071631456,0.381320726,0.78225346
"psi[37,21]",0,0.003967467,0.79122415
"psi[37,22]",0.041287791,0.195540598,0.550891381
"psi[37,23]",0.073295678,0.394311415,0.860143081
"psi[37,24]",0.062713763,0.245048511,0.809568405
"psi[37,25]",0.07131251,0.261732232,0.550057105
"psi[37,26]",0.202039063,0.52447074,0.863716517
"psi[37,27]",0.443864279,0.957618394,0.999983436
"psi[37,28]",0.261649554,0.454547577,0.872952811
"psi[37,29]",0.082204742,0.487797389,0.958717871
"psi[37,3]",0.103154918,0.356035992,0.724919006
"psi[37,30]",0.311999449,0.692353137,0.986629032
"psi[37,31]",0.006331149,0.070337757,0.285342879
"psi[37,32]",0.020440335,0.132388255,0.609747182
"psi[37,33]",0.004382289,0.078043154,0.402940383
"psi[37,34]",0,0.144541472,0.974912618
"psi[37,35]",0.021785921,0.122067857,0.559877589
"psi[37,36]",0.001458428,0.058497907,0.488625832
"psi[37,37]",0.063811572,0.234186244,0.713320077
"psi[37,38]",0.011034148,0.12026575,0.590448717
"psi[37,39]",0.038544596,0.180758095,0.560148528
"psi[37,4]",0.081690281,0.436360062,0.891736577
"psi[37,40]",0.036499519,0.186351951,0.636001902
"psi[37,41]",0.020022692,0.120821191,0.566895533
"psi[37,42]",0.059067065,0.268200527,0.738664907
"psi[37,43]",0.019938819,0.108020785,0.438410922
"psi[37,44]",0.096653074,0.289631516,0.553309174
"psi[37,45]",0.005277298,0.094113872,0.847439796
"psi[37,46]",0.118694817,0.282808884,0.624708372
"psi[37,47]",0.001272368,0.033815576,0.238527414
"psi[37,48]",0.00680051,0.074915137,0.497658256
"psi[37,49]",0.012726275,0.088154008,0.712019532
"psi[37,5]",0.553425154,0.997847017,1
"psi[37,50]",0.0185474,0.14483151,0.56181198
"psi[37,6]",0.140360339,0.426770392,0.941564445
"psi[37,7]",0.144895006,0.393953554,0.77097623
"psi[37,8]",0.069767728,0.411615883,0.863140525
"psi[37,9]",0.141675948,0.325058696,0.673221487
"psi[38,1]",0.250546129,0.553745295,0.915273953
"psi[38,10]",0.196030144,0.441612407,0.824245801
"psi[38,11]",0.110641889,0.510454673,0.963725132
"psi[38,12]",0.343823979,0.634600345,0.964667192
"psi[38,13]",0.128102724,0.317529127,0.727489753
"psi[38,14]",0.149886344,0.608478697,0.941767377
"psi[38,15]",0.107087232,0.247685346,0.528607849
"psi[38,16]",0.149795097,0.339444732,0.934474179
"psi[38,17]",0.1439854,0.348782336,0.700523131
"psi[38,18]",0.078486244,0.270910144,0.815247567
"psi[38,19]",0.122427761,0.339019638,0.714589836
"psi[38,2]",0.177092812,0.351881147,0.753927127
"psi[38,20]",0.115034304,0.3017527,0.780597119
"psi[38,21]",0,0.001222349,0.571706506
"psi[38,22]",0.07544301,0.246263034,0.759717364
"psi[38,23]",0.12052893,0.296493452,0.725552741
"psi[38,24]",0.090484646,0.300762271,0.741516334
"psi[38,25]",0.138983063,0.289581366,0.51094251
"psi[38,26]",0.226286825,0.493361968,0.92515743
"psi[38,27]",0.198287903,0.844570122,0.999784132
"psi[38,28]",0.245533451,0.454905165,0.876779641
"psi[38,29]",0.10156195,0.320709072,0.961482931
"psi[38,3]",0.136937779,0.368694962,0.778935559
"psi[38,30]",0.341618668,0.663515335,0.971179078
"psi[38,31]",0.018800834,0.129071206,0.473903947
"psi[38,32]",0.084415008,0.28003721,0.652474316
"psi[38,33]",0.020882503,0.14749865,0.503935658
"psi[38,34]",0.128639,0.759723331,0.996087087
"psi[38,35]",0.043898365,0.18490632,0.573727533
"psi[38,36]",0.015170539,0.167924393,0.68103374
"psi[38,37]",0.066825224,0.261739972,0.635368677
"psi[38,38]",0.031818133,0.186525189,0.652720836
"psi[38,39]",0.06964497,0.225213464,0.534567525
"psi[38,4]",0.11343083,0.329259221,0.834207332
"psi[38,40]",0.070241702,0.315701862,0.672378091
"psi[38,41]",0.083989576,0.262409892,0.57377068
"psi[38,42]",0.105255068,0.406806665,0.765451695
"psi[38,43]",0.024951828,0.145768084,0.491204539
"psi[38,44]",0.166553921,0.374148537,0.5919264
"psi[38,45]",0.005987234,0.125845999,0.630640203
"psi[38,46]",0.186827714,0.395292228,0.77131039
"psi[38,47]",0.00531499,0.066383994,0.329528157
"psi[38,48]",0.036600908,0.175912799,0.569805081
"psi[38,49]",0.020175926,0.148716474,0.529655469
"psi[38,5]",0,0.003396457,1
"psi[38,50]",0.057904586,0.281105895,0.619829686
"psi[38,6]",0.154884266,0.391450877,0.909659148
"psi[38,7]",0.236590663,0.431118364,0.723730088
"psi[38,8]",0.092189693,0.312705359,0.8286251
"psi[38,9]",0.188078753,0.415212598,0.840387454
"psi[39,1]",0.413171559,0.791680958,0.968454647
"psi[39,10]",0.188410835,0.483459852,0.758033926
"psi[39,11]",0.001745449,0.077104516,0.458204487
"psi[39,12]",0.014195218,0.147841054,0.480546311
"psi[39,13]",0.001432524,0.033550154,0.146360719
"psi[39,14]",0.014533813,0.136661189,0.44196332
"psi[39,15]",0.038239655,0.209706053,0.51763779
"psi[39,16]",0.010380518,0.099956486,0.322701811
"psi[39,17]",0.032679883,0.194917889,0.513128294
"psi[39,18]",0.000252127,0.008542284,0.086900316
"psi[39,19]",0.002029829,0.051294143,0.215304583
"psi[39,2]",0.000930718,0.036515614,0.145409715
"psi[39,20]",0.000109127,0.010929741,0.08438921
"psi[39,21]",0,0.001633554,0.632482103
"psi[39,22]",0.050960199,0.295197985,0.622331994
"psi[39,23]",0.000341188,0.015368729,0.095162741
"psi[39,24]",0.086434523,0.358055844,0.628675357
"psi[39,25]",0.027362608,0.188423064,0.435119155
"psi[39,26]",0.015261764,0.123306945,0.399811779
"psi[39,27]",0,0.080546998,0.848358212
"psi[39,28]",0.091042382,0.260445317,0.5230688
"psi[39,29]",0,0.007654641,0.070962811
"psi[39,3]",0.003029451,0.048178942,0.223583098
"psi[39,30]",0.022079909,0.204197036,0.568339603
"psi[39,31]",0.583408852,0.919390574,0.998361545
"psi[39,32]",0.229046754,0.737090699,0.978933937
"psi[39,33]",0.33588182,0.763362436,0.99193631
"psi[39,34]",0.108591655,0.701398555,0.988299886
"psi[39,35]",0.51206653,0.890872104,0.991761246
"psi[39,36]",0.455787965,0.941651354,0.999784369
"psi[39,37]",0.159666202,0.526001274,0.870547931
"psi[39,38]",0.044615804,0.31545155,0.694222752
"psi[39,39]",0.3709282,0.776191222,0.954386622
"psi[39,4]",0,0.006151189,0.07629075
"psi[39,40]",0.662975274,0.943602485,0.997296032
"psi[39,41]",0.286496339,0.703752386,0.950354035
"psi[39,42]",0.672010309,0.929689969,0.99643773
"psi[39,43]",0.169553554,0.461823588,0.719020679
"psi[39,44]",0.28435392,0.645062008,0.949410117
"psi[39,45]",0.063054026,0.388789478,0.876651351
"psi[39,46]",0.32597902,0.728998154,0.961226463
"psi[39,47]",0.516638016,0.926824362,0.999157527
"psi[39,48]",0.419211025,0.86192398,0.996654608
"psi[39,49]",0.197620272,0.619767407,0.958627935
"psi[39,5]",0,0.2,0.53101591
"psi[39,50]",0.639137659,0.934599735,0.995325664
"psi[39,6]",0.005465446,0.113379786,0.325759013
"psi[39,7]",0.130684431,0.39701043,0.758211331
"psi[39,8]",0,0.004505382,0.055091652
"psi[39,9]",0.36456875,0.731484505,0.957615387
"psi[4,1]",0.011095356,0.137406383,0.496211745
"psi[4,10]",0.029995296,0.18487042,0.390112001
"psi[4,11]",0.189985217,0.580920148,0.915523388
"psi[4,12]",0.277615025,0.600962378,0.89962998
"psi[4,13]",0.122878449,0.363304409,0.647912489
"psi[4,14]",0.113010587,0.443388461,0.909438902
"psi[4,15]",0.003798325,0.141108332,0.394935715
"psi[4,16]",0.127135248,0.319743293,0.656279418
"psi[4,17]",0.01237637,0.231920759,0.536122047
"psi[4,18]",0.249350962,0.524109879,0.8421886
"psi[4,19]",0.075784004,0.338976855,0.628295415
